"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0549-4N","6965512-2","FERNANDO YOUNG UGALDE","PLANTA - TRAPICHE YOUNG (EX PLANTA CANELA)","CANELA","EMBALSE","ORO","METÁLICO","1","4","42","4202","Coquimbo","Choapa","Canela","65226753921","2654442371","WGS84","19S","-314068450378764","-714671414874741","ACTIVO","EJE CENTRAL","14000","","21000","","262","2/27/2018","","","288546263398924","573670711218093"
"0550-4N","7054461-K","OSCAR SEGOVIA ORTIZ","PLANTA SANTA CAMILA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4304","Coquimbo","Limarí","Punitaqui","65833173245","2853538095","WGS84","19S","-308639538410875","-712449478200405","INACTIVO","EJE CENTRAL","12653","1864","17400","261","1812","12/21/2015","475","5/10/2013","262292654612096","415366667202381"
"0551-4N","7272107-1","SOC. COM. BELLAVISTA (J.GODOY ALBALLAY)","PLANTA BELLAVISTA","RELAVES BELLAVISTA","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","6651616349","2996869965","WGS84","19S","-302505577057294","-710819315097326","ACTIVO","AGUAS ABAJO","97160","26693","136024","40040","1399","5/10/2015","","","307572612668681","65184409707174"
"0560-4N","76043773-5","SCM VENTANA MINERALS","FAENA TRIMINERALS  EX LA COLONIA","EMBALSE DE RELAVES ILLAPEL","EMBALSE","COBRE-ORO-PLATA","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65030170016","2991199909","WGS84","19S","-315904197265117","-711171421153972","ACTIVO","","414442","213718","622408","320577","987","11/8/2010","4074","12/9/2011","815644817244155","373240286429924"
"0562-4N","76418856-K","MILLAPEL S.A","FAENA ILLAPEL","ILLAPEL ","EMBALSE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65218979584","3019701809","WGS84","19S","-314206733572947","-71083339303593","INACTIVO","","271334","50667","407000","76","1020","11/16/2010","","","572642588067476","217671467329796"
"0563-4N","76099198-8","SOC. EXPLOTADORA MINERA RA LTDA.","NICOLAS YABER","EMBALSE DE RELAVE","EMBALSE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","6753245389","2915375378","WGS84","19S","-293326450601845","-711469206735992","ACTIVO","AGUAS ABAJO","324793","233506","552148","316148","836","3/19/2012","","","171163869882642","77814683625247"
"0564-4N","76938058-2","SANTA MARIA VERONICA SPA","PLANTA MIRANDA","MIRANDA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66512949654","299977238","WGS84","19S","-302535039416594","-710789776375082","INACTIVO","EJE CENTRAL","36267","10182","50773","15273","3","1/19/2006","","","418268439341571","927113785440531"
"0565-4N","76938058-2","SANTA MARIA VERONICA SPA","PLANTA MIRANDA","EMBALSE MIRANDA","EMBALSE","COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66513920012","2999855421","WGS84","19S","-302526302132542","-710788729400617","INACTIVO","","17333","","26000","","565","4/18/2017","","","380320502649044","101017083024193"
"0570-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","LAMAS 1","EMBALSE","COBRE","METÁLICO","0","4","41","4101","Coquimbo","Elqui","La Serena","66815585884","3016899981","WGS84","19S","-299808495808717","-710555236232398","ACTIVO","EXCAVACION TERRENO","49087","49961","73630","74941","637","6/20/2013","","","486485680816115","872291910712824"
"0571-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","LAMAS 2","EMBALSE","COBRE","METÁLICO","0","4","41","4101","Coquimbo","Elqui","La Serena","66815734429","3019353621","WGS84","19S","-299807552749616","-710529789839347","ACTIVO","EXCAVACION TERRENO","42140","24456","63210","38184","346","5/4/2012","","","337077595332982","756069662327294"
"0572-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","TRANQUE DE ARENAS 1-2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","66815520104","3018360298","WGS84","19S","-299809325192304","-710540120093139","ACTIVO","EJE CENTRAL","172651","11509533","258976","172643","1094","11/14/1989","70","1/9/2006","524043558050812","134234006392633"
"0573-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","LAMAS 3","EMBALSE","COBRE","METÁLICO","0","4","41","4101","Coquimbo","Elqui","La Serena","66817083232","3018182897","WGS84","19S","-299795198951931","-710541667669074","ACTIVO","EXCAVACION TERRENO","27420","27073","34621","31609","","","","","262519503339476","380916181588717"
"0574-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","LAMAS SECAS","ACOPIO","COBRE","METÁLICO","","4","41","4101","Coquimbo","Elqui","La Serena","66814712935","3018012526","WGS84","19S","-299816548682033","-710543872781285","INACTIVO","NO APLICA","98820","","148230","","","","","","511080357496946","145911365973885"
"0575-4N","76041198-1","OMINT SPA","FAENA TALCUNA ","PANULES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66920417362","3142739134","WGS84","19S","-298882669141745","-709233322737318","ACTIVO","EJE CENTRAL","2872015","2126725333","4308023","3190088","1311","6/28/2016","1930","6/30/2015","194853227503673","138943060045031"
"0578-4N","76041198-1","OMINT SPA","FAENA TALCUNA","TALCUNA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66918160517","3176064546","WGS84","19S","-298908010402974","-70888875511785","INACTIVO","AGUAS ARRIBA","211876","","317814","","","","","","202760997970172","275110409552411"
"0579-4N","76041198-1","OMINT SPA","FAENA TALCUNA","TALCUNA 3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","6691709581","3171930234","WGS84","19S","-2989170002904","-708931732293034","INACTIVO","AGUAS ARRIBA","162210","","243315","","","","","","743154665890728","291305767407452"
"0581-4N","76041198-1","OMINT SPA","FAENA TALCUNA ","YENNY (EX TALCUNA 1-2)","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","6692561948","3196832164","WGS84","19S","-298843792038028","-708672526336713","INACTIVO","","1798720","","2698080","","844","9/6/2007","1930","6/30/2015","164142183283716","110839447268949"
"0582-4N","77060502-4","COMPAÑIA MINERA RINCONADA SPA","FAENA LINDEROS","LA REPRESA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66825942454","3072153729","WGS84","19S","-299723901774367","-709980944781613","INACTIVO","EJE CENTRAL","2566667","2072656","3850000","3108984","315","3/18/1985","1009","4/13/2015","204620586054783","132425745696367"
"0583-4N","77060502-4","COMPAÑIA MINERA RINCONADA SPA","FAENA LINDEROS","LINDEROS (EX DON GUILLERMO)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66822723762","3075016755","WGS84","19S","-299753381381549","-709951866637587","INACTIVO","AGUAS ARRIBA","270300","","391935","","","","1009","4/13/2015","891364023576768","279783202483524"
"0585-4N","78248130-4","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","PONIENTE","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64945703143","2864197425","WGS84","19S","-316642821342306","-712527440058024","INACTIVO","EJE CENTRAL","15953","","23930","","2989","12/30/2002","","","217276658098419","299929209030176"
"0586-4N","78248130-4","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","CENTRAL (EX EL MAITEN 1+2A+2B+3","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64946338548","2864847126","WGS84","19S","-316637213912487","-712520453570394","INACTIVO","EJE CENTRAL","12950","","19425","","","","","","329393105096146","67796852745297"
"0587-4N","78248130-4","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","ORIENTE","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64946404137","2865551618","WGS84","19S","-316636753697627","-712513013589738","INACTIVO","EJE CENTRAL","12950","","19425","","","","1921","7/24/2002","29030323126791","324442405496122"
"0588-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","RELAVES ANTIGUOS","ACOPIO","ORO","METÁLICO","","4","41","4103","Coquimbo","Elqui","Andacollo","66568142041","2992473852","WGS84","19S","-302036092245675","-710855081957886","INACTIVO","NO APLICA","800","","1100","","","","","","209407493118363","220576687818375"
"0589-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","ARENILLAS 2","EMBALSE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","6656868539","2991511815","WGS84","19S","-302031033169335","-710864967081757","ACTIVO","","49087","44225","73630","66337","1350","9/7/2016","","","376722420924465","795745858012234"
"0590-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","ARENILLAS 3","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","6657096981","2990396053","WGS84","19S","-302010247063603","-710876116685372","INACTIVO","AGUAS ARRIBA","375000","","562500","","","","","","162190915907206","136023434888391"
"0591-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","ARENILLAS 4","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66570027309","2990545795","WGS84","19S","-302018771603103","-710874741426708","INACTIVO","AGUAS ARRIBA","172651","119916","258976","179874","224","2/23/2007","","","468091328630118","109550682257575"
"0595-4N","2807845-5","HUMBERTO RIVERA C.","PLANTA LA CABRA Y TALINAY","LA CABRA Y TALINAY","ACOPIO","COBRE","METÁLICO","","4","43","4301","Coquimbo","Limarí","Ovalle","65766971898","2438088825","WGS84","19S","-30915364039742","-716807528539753","ACTIVO","NO APLICA","108353","","162529","","822","8/30/1989","","","164774142987762","130612189349719"
"0601-4N","89274000-3","CEMIN S.C.M.","LOS PINGOS","LOS PINGOS 2","EMBALSE","COBRE","METÁLICO","0","4","43","4303","Coquimbo","Limarí","Monte Patria","65751689887","3569304483","WGS84","19S","-309482721812295","-704977541985581","INACTIVO","EXCAVACION TERRENO","224489","","336733","","2930","10/29/2010","259","2/9/2016","491233713607218","143184251771154"
"0607-4N","96894030-9","MINERA LA PUNTILLA (PATRICIO GATICA R.)","EL ARENAL","TRANQUE 1","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64997945548","2966471033","WGS84","19S","-316190390070693","-711438551416309","INACTIVO","AGUAS ARRIBA","580000","","870000","","","","","","731717698683274","340213144308562"
"0608-4N","96894030-9","MINERA LA PUNTILLA (PATRICIO GATICA R.)","EL ARENAL","TRANQUE 2","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64999196436","2966232676","WGS84","19S","-316179069864617","-711440804116886","INACTIVO","AGUAS ARRIBA","572000","","858000","","","","","","553174023574594","185527541971254"
"0609-4N","96894030-9","MINERA LA PUNTILLA (PATRICIO GATICA R.)","EL ARENAL","PLANTA ILLAPEL Nº3","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65000694629","2965547363","WGS84","19S","-316165440841181","-711447714736904","ACTIVO","EJE CENTRAL","456192","200895","684288","327358","58","1/18/1990","","","591551572719739","228686686854945"
"0635-4N","76938058-2","SUC. LUIS MIRANDA ANSIETA","PLANTA MIRANDA ABANDONADA","TRANQUE DE 1-2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66530322846","2994921241","WGS84","19S","-302377561943003","-710836862326267","INACTIVO","AGUAS ARRIBA","145920","","211584","","","","","","727112108224169","226333692790542"
"0658-4N","76021464-7","MINERA BARBA SCM","PLANTA BARBA","EMBALSE DE RELAVE","EMBALSE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65448458708","3036448645","WGS84","19S","-312140392908411","-710612170191331","ACTIVO","EJE CENTRAL","60864","","91296","","416","4/29/2013","","","511812289087659","164970203743116"
"0666-4N","6127910-5","HORACIO PASTEN","PLANTA CALETONES","CALETONES","EMBALSE","COBRE-ORO","METÁLICO","0","4","41","4103","Coquimbo","Elqui","Andacollo","66546150477","3003452388","WGS84","19S","-302236229393079","-71074525697421","ACTIVO","EXCAVACION TERRENO","16811","672538","21854","8743","580","9/6/2021","","","318151800725319","684688658390079"
"0667-4N","6127910-5","HORACIO PASTEN","PLANTA CALETONES","CALETONES","EMBALSE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66543988329","3002825952","WGS84","19S","-302255625397473","-710752171986506","ACTIVO","EJE CENTRAL","3850","1267","5400","2534","1867","12/30/2015","","","403825324782707","541651637074198"
"0669-4N","4236489-4","JOSE ASTORGA CASTILLO","LA PALMA","LA PALMA","EMBALSE","COBRE","METÁLICO","1","4","42","4202","Coquimbo","Choapa","Canela","65419083131","2539045837","WGS84","19S","-312310951191001","-715836762299265","ACTIVO","EJE CENTRAL","28120","","42180","","756","5/26/2017","","","303532203878349","371645799433517"
"0670-3N","9466348-2","SOTRATEC-MINART LTDA.","PLANTA EL CATEADOR","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69675400651","3660140581","WGS84","19S","-274089392410082","-703553219294226","INACTIVO","AGUAS ABAJO","35120","","52680","","525","5/20/1998","","","226777555968933","322153594835096"
"0675-5C","91614000-2","CIA. MINERA CERRO NEGRO S.A.","PLANTA CERRO NEGRO","CERRO NEGRO 5","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","5","54","5402","Valparaíso","Petorca","Cabildo","63938665241","3228873714","WGS84","19S","-325785162277889","-708868939033278","INACTIVO","EJE CENTRAL","1625000","","2473500","","252","3/24/2008","615","4/7/2009","110985453672403","793049162557741"
"0676-5C","91614000-2","CIA. MINERA CERRO NEGRO S.A.","PLANTA CERRO NEGRO","CERRO NEGRO 6","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","5","54","5402","Valparaíso","Petorca","Cabildo","63941555655","3223847451","WGS84","19S","-325758297126577","-708921914373136","INACTIVO","EJE CENTRAL","3875476","4478970","6693124","6519732","4280","12/22/2011","615","4/7/2009","192316772816251","233486008097375"
"0680-5C","7444635-3","ALEJANDRO LOPEZ ALIAGA","PLANTA VETA DEL AGUA","VETA DEL AGUA 6","EMBALSE","ORO","METÁLICO","1","5","55","5506","Valparaíso","Quillota","Nogales","63818385094","2997937766","WGS84","19S","-326830105061874","-711353607607985","ACTIVO","","358795","318222667","538192","477334","1784","6/20/2011","","","509728501284294","135481988543035"
"0686-5C","76508460-1","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","ZORRITO","EMBALSE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64341419022","3237689968","WGS84","19S","-322155177065329","-708700032809234","INACTIVO","EJE CENTRAL","36000","52304","72000","78456","78","2/17/2011","","","534540350058578","177708899774942"
"0687-5C","76508460-1","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","LOS BURROS","EMBALSE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64340113492","3237925231","WGS84","19S","-322166985538984","-708697778539195","ACTIVO","EJE CENTRAL","92360","4500","184720","78547","319","4/10/2019","","","552239758781396","182597064497808"
"0690-5C","77066588-4","MINERA PAKMIN SpA","MINAS Y PLANTA BELLAVISTA","BELLAVISTA 1-2","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","5","57","5701","Valparaíso","San Felipe de Aconcagua","San Felipe","63815691096","3319936071","WGS84","19S","-326908146952903","-707921310792244","INACTIVO","","213360","","320049","","","","","","729449914285002","344044920045156"
"0691-5C","77066588-4","MINERA PAKMIN SpA","MINAS Y PLANTA BELLAVISTA","EMBALSE DE RELAVES 3","EMBALSE","COBRE","METÁLICO","1","5","57","5701","Valparaíso","San Felipe de Aconcagua","San Felipe","63815079397","3321591584","WGS84","19S","-326913914406962","-707903768929507","INACTIVO","","125000","","187500","","449","5/7/1996","","","594212713103358","211903019815702"
"0692-5C","77066588-4","MINERA PAKMIN SpA","MINAS Y PLANTA BELLAVISTA","EMBALSE DE RELAVES 4","EMBALSE","COBRE","METÁLICO","1","5","57","5701","Valparaíso","San Felipe de Aconcagua","San Felipe","63815769376","332250949","WGS84","19S","-326907832962351","-707893857510009","INACTIVO","","93000","279","139500","4185","680","6/10/2013","","","587169683176933","165011458519907"
"0693-5C","77066588-4","MINERA PAKMIN SpA","MINAS Y PLANTA BELLAVISTA","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","5","57","5701","Valparaíso","San Felipe de Aconcagua","San Felipe","63815511657","3321054948","WGS84","19S","-326909935274776","-707909413032884","INACTIVO","","73670","","110505","","","","","","323876008149681","288484118130383"
"0694-5C","77762940-9","ANGLO AMERICAN SUR S.A.","EL SOLDADO","EL COBRE 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","55","5506","Valparaíso","Quillota","Nogales","63840282079","2986113185","WGS84","19S","-326630562351167","-711474925085409","INACTIVO","AGUAS ARRIBA","2350000","","3525000","","","","2417","9/29/2015","611908794032354","244272640760887"
"0697-5C","77762940-9","ANGLO AMERICAN SUR S.A.","EL SOLDADO","TRANQUE 4","TRANQUE DE RELAVE","COBRE","METÁLICO","2","5","55","5506","Valparaíso","Quillota","Nogales","63844315119","2970271381","WGS84","19S","-326591305437221","-71164287273439","INACTIVO","","53500000","","80250000","","586","6/11/2007","1244","6/30/2009","485916855527531","109260915111205"
"0698-5C","77762940-9","ANGLO AMERICAN SUR S.A.","EL SOLDADO","TORITO","TRANQUE DE RELAVE","COBRE","METÁLICO","3","5","55","5506","Valparaíso","Quillota","Nogales","638651746","2971243403","WGS84","19S","-326403447667695","-711627985436797","ACTIVO","EJE CENTRAL","156666666","123343378","235000000","201162035","2678","10/27/2015","1244","6/30/2009","840293404272141","289012218461881"
"0699-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","PEREZ-CALDERA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","","13","131","13115","Metropolitana de Santiago","Santiago","Lo Barnechea","63251363247","3750566654","WGS84","19S","-332054463086733","-703405626165806","INACTIVO","","12000000","","18000000","","310","3/11/1992","855","9/28/2010","180378988361102","119436180287694"
"0700-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","PEREZ-CALDERA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","13","131","13115","Metropolitana de Santiago","Santiago","Lo Barnechea","63233932214","3748304419","WGS84","19S","-332211387194157","-703432294259236","INACTIVO","","30333333","","45500000","48365379","310","3/11/1992","855","9/28/2010","335094189209633","441869362838675"
"0701-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","LOS PICHES","TRANQUE DE RELAVE","COBRE","METÁLICO","","13","131","13115","Metropolitana de Santiago","Santiago","Lo Barnechea","63243982061","3749517602","WGS84","19S","-332120902341951","-703417894868023","INACTIVO","","30333333","","45500000","","","","855","9/28/2010","279661412973496","251755739240784"
"0702-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","COPIHUE","TRANQUE DE RELAVE","COBRE","METÁLICO","","13","131","13115","Metropolitana de Santiago","Santiago","Lo Barnechea","63257497534","3751113438","WGS84","19S","-331999209655814","-703398918109401","INACTIVO","","30333333","","45500000","","","","855","","134945024684681","685034258123943"
"0703-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","LAS TORTOLAS","TRANQUE DE RELAVE","COBRE","METÁLICO","5","13","133","13301","Metropolitana de Santiago","Chacabuco","Colina","63329656916","33834589","WGS84","19S","-331299916035378","-707329172669075","ACTIVO","AGUAS ABAJO","689655172","6297273455172","1000000000","913104651","2420","9/29/2015","855","9/28/2010","272148512234685","117027283302236"
"0704-5C","78200830-7","CIA. MINERA PULLALLI LTDA.","PLANTA PULLALLI","PULLALLI","EN PASTA","ORO","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","6413151211","2820077396","WGS84","19S","-323973985593095","-713176690154419","ACTIVO","NO APLICA","1265369","792848","1702926","1424348","3369","11/2/2011","1996","10/26/2009","132114164856493","974288526264273"
"0709-5C","79963260-8","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","LAS CENIZAS 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5402","Valparaíso","Petorca","Cabildo","64107531923","3044438941","WGS84","19S","-324231776438778","-710797692765072","INACTIVO","EJE CENTRAL","11000000","10727367","16500000","16091051","691","4/30/1999","744","9/25/2012","249471697781921","334676501553116"
"0710-5C","79963260-8","MINERA LAS CENIZAS S.A.","PLANTA CABILDO","DEPOSITO RELAVE ESPESADO INTERIOR MINA (DREIM)","DRIM","COBRE","METÁLICO","0","5","54","5402","Valparaíso","Petorca","Cabildo","6409485761","3049266225","WGS84","19S","-324346885064897","-710749000198339","INACTIVO","NO APLICA","2329545","2275399","4100000","4777427","2604","12/26/2005","1956","8/3/2015","60150909580707","163003801263819"
"0711-5C","79963260-8","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","DEPOSITO EN PASTA (DEP)","EN PASTA","COBRE","METÁLICO","1","5","54","5402","Valparaíso","Petorca","Cabildo","64054023621","3041040384","WGS84","19S","-324713566757205","-710844922876106","ACTIVO","AGUAS ABAJO","4988636","4243930","8780000","8673447","898","10/27/2008","1956","8/3/2015","392466621640836","426533721046401"
"0712-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63977110666","2997325484","WGS84","19S","-325399136926985","-711326178400078","INACTIVO","EJE CENTRAL","230000","","345000","","1082","12/31/1997","","","511612594762637","163130186398268"
"0713-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63978691511","2996158577","WGS84","19S","-325384675212738","-711338260017819","INACTIVO","EJE CENTRAL","615000","","922500","","1082","12/31/1997","","","85404144995623","404191085135479"
"0714-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63976839361","2996234965","WGS84","19S","-325401385712382","-711337842099793","INACTIVO","EJE CENTRAL","280000","","420000","","1422","7/8/1975","","","649865735200339","208990338579297"
"0715-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","6397792826","2994654315","WGS84","19S","-325391283869912","-711354431744088","INACTIVO","","330407","","495610","","1082","12/31/1997","1237","5/25/2005","647389888512277","273053056380779"
"0716-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 4A","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63979209661","2993255911","WGS84","19S","-325379479438808","-711369040387669","INACTIVO","","1684633","","2526950","","1237","5/25/2005","","","844563422873425","433557697357628"
"0717-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","DEPOSITO AUXILIAR","EMBALSE","COBRE","METÁLICO","0","5","54","5401","Valparaíso","Petorca","La Ligua","63973333489","3002111666","WGS84","19S","-325434050616544","-711276044720723","ACTIVO","EXCAVACION TERRENO","33040","","49560","","195","1/27/2012","","","16260749418711","179694469526394"
"0718-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","JAVITO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63970843409","3004350355","WGS84","19S","-325456901308357","-711252747541373","ACTIVO","EJE CENTRAL","1883523","1206913","2825285","2277658","195","1/27/2012","","","13967450227164","124196850998956"
"0719-5C","96623630-2","CIA. MINERA CAN CAN S. A.","BRONCE DE PETORCA","TERRAZAS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64327133538","3152346933","WGS84","19S","-322270260266637","-709607936513145","INACTIVO","","570000","","855000","","442","2/10/1999","","","908845878899937","451499466137969"
"0720-5C","96623630-2","CIA. MINERA CAN CAN S. A.","BRONCE DE PETORCA","TERRAZAS 2","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","643287717","3147516198","WGS84","19S","-322254694107909","-709658858024849","INACTIVO","","960964","471454","1441447","707181","836","10/23/2012","836","10/23/2012","162810157937231","135913159578105"
"0721-5C","96623630-2","CIA. MINERA CAN CAN S. A.","BRONCE DE PETORCA","EL DURAZNO","TRANQUE DE RELAVE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64326107278","3154962891","WGS84","19S","-322279943543359","-70958038744792","INACTIVO","","385704","","578556","","","","","","733920288233998","307360656858388"
"0722-5C","96623630-2","CIA. MINERA CAN CAN S. A.","BRONCE DE PETORCA","DEPOSITO DE ARENAS","TRANQUE DE RELAVE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64364248769","3166977372","WGS84","19S","-321938017056359","-709445625564267","INACTIVO","AGUAS ABAJO","813714","265682","1220571","398524","1338","7/10/2000","836","10/23/2012","136669710579786","743665936860861"
"0727-5C","65529570-4","SINDICATO PIRQUINEROS DE PETORCA","LA VEGA","EMBALSE DE RELAVES DEL SINDICATO INDEPENDIENTE DE PIRQUINEROS DE PETORCA","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64333971029","323141671","WGS84","19S","-322221346702637","-70876794839836","ACTIVO","","5175","","8280","","3883","12/24/2003","","","146148875132406","123769821936181"
"0728-5C","65529570-4","SINDICATO PIRQUINEROS DE PETORCA","LA VEGA","MINERA LA VEGA","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","6433384295","3230952978","WGS84","19S","-322222428479118","-708772890929981","ACTIVO","","27661","","41491","","451","4/30/2018","","","193907139350506","252684899320178"
